,position,total_points,transfers_change,selected,was_home,teamsStrDiff,lag_influence,lag_creativity,lag_threat,clean_sheets
29926,GK,2,0,1510016,True,145.0,0.0,0.0,0.0,0
30566,GK,6,-46452,1625661,False,230.0,12.6,0.0,0.0,1
31184,GK,1,-23232,1657162,True,130.0,15.4,0.0,0.0,0
31874,GK,2,-97431,1577658,True,25.0,12.2,0.0,0.0,0
38495,GK,6,-10715,789227,False,170.0,0.0,0.0,0.0,1
50166,GK,3,5156,619287,True,65.0,0.0,0.0,0.0,0
279,MID,2,0,18521,True,-80.0,0.0,0.0,0.0,0
30004,MID,2,0,18521,True,-60.0,8.8,34.4,25.0,0
911,MID,2,-952,21324,False,-60.0,8.8,34.4,25.0,0
30636,MID,2,-952,21324,False,25.0,0.6,15.0,8.0,0
1540,MID,2,-2223,20102,True,-5.0,0.6,15.0,8.0,0
31265,MID,2,-2223,20102,True,-35.0,20.6,14.4,45.0,0
2234,MID,8,458,21814,False,70.0,20.6,14.4,45.0,0
31959,MID,8,458,21814,False,30.0,45.6,22.3,87.0,0
2942,MID,2,-1757,21531,True,-270.0,45.6,22.3,87.0,0
32667,MID,2,-1757,21531,True,-230.0,10.8,21.7,2.0,0
3659,MID,7,1890,24242,False,0.0,10.8,21.7,2.0,0
33384,MID,7,1890,24242,False,-20.0,33.8,19.0,27.0,0
4415,MID,4,62378,94777,True,5.0,33.8,19.0,27.0,0
34140,MID,4,62378,94777,True,-220.0,13.4,41.3,39.0,0
5187,MID,8,6918,99354,True,-5.0,13.4,41.3,39.0,1
34912,MID,8,6918,99354,True,-40.0,45.4,28.2,74.0,1
5915,MID,2,-8458,90741,False,-140.0,45.4,28.2,74.0,0
35640,MID,2,-8458,90741,False,-5.0,16.6,3.0,0.0,0
6646,MID,3,-16282,74587,False,0.0,16.6,3.0,0.0,1
36371,MID,3,-16282,74587,False,-5.0,7.0,12.8,18.0,1
7378,MID,1,2244,78344,True,-115.0,7.0,12.8,18.0,0
37103,MID,1,2244,78344,True,-120.0,0.0,2.9,23.0,0
8118,MID,11,-14998,62832,False,30.0,0.0,2.9,23.0,0
37843,MID,11,-14998,62832,False,40.0,35.0,3.2,21.0,0
8861,MID,1,17743,83493,True,-125.0,35.0,3.2,21.0,0
38586,MID,1,17743,83493,True,-165.0,4.0,33.7,15.0,0
9612,MID,3,9460,93186,False,35.0,4.0,33.7,15.0,1
39337,MID,3,9460,93186,False,45.0,10.8,13.6,4.0,1
10365,MID,9,-7637,85295,True,-185.0,10.8,13.6,4.0,1
40090,MID,9,-7637,85295,True,-205.0,41.6,22.9,32.0,1
11123,MID,10,14937,101460,True,-95.0,41.6,22.9,32.0,1
40848,MID,10,14937,101460,True,-45.0,37.2,4.4,27.0,1
11852,MID,1,158967,275686,False,55.0,37.2,4.4,27.0,0
41577,MID,1,158967,275686,False,-70.0,7.8,0.8,0.0,0
14826,MID,3,-17985,69576,True,-190.0,0.0,0.0,0.0,1
44551,MID,3,-17985,69576,True,-45.0,8.2,12.2,9.0,1
18117,MID,2,-3706,47958,True,-5.0,0.0,0.0,0.0,0
47842,MID,2,-3706,47958,True,-40.0,3.4,2.2,36.0,0
18960,MID,3,3431,52495,False,0.0,3.4,2.2,36.0,1
48685,MID,3,3431,52495,False,-75.0,1.4,11.3,9.0,1
19685,MID,2,568,52821,True,-50.0,1.4,11.3,9.0,0
49410,MID,2,568,52821,True,-75.0,4.4,33.5,10.0,0
20557,MID,1,-928,52077,False,-25.0,4.4,33.5,10.0,0
50282,MID,1,-928,52077,False,-60.0,3.4,4.0,30.0,0
21789,MID,2,2039,51497,False,0.0,3.4,4.0,30.0,0
51514,MID,2,2039,51497,False,60.0,9.4,23.1,6.0,0
22633,MID,1,-51,51520,False,-5.0,9.4,23.1,6.0,0
52358,MID,1,-51,51520,False,-115.0,1.6,1.7,21.0,0
23479,MID,3,1977,53716,True,45.0,1.6,1.7,21.0,1
53204,MID,3,1977,53716,True,-165.0,6.8,4.0,19.0,1
24329,MID,2,-1928,51852,False,-25.0,6.8,4.0,19.0,0
54054,MID,2,-1928,51852,False,10.0,3.6,4.4,2.0,0
25286,MID,5,8734,64463,True,-5.0,3.6,4.4,2.0,1
55011,MID,5,8734,64463,True,-45.0,25.6,14.3,4.0,1
25287,MID,3,8734,64463,True,-275.0,25.6,14.3,4.0,1
55012,MID,3,8734,64463,True,-35.0,6.0,16.2,8.0,1
26322,MID,3,-4819,56056,True,-5.0,6.0,16.2,8.0,1
56047,MID,3,-4819,56056,True,-125.0,0.4,16.4,6.0,1
27241,MID,1,282,56721,False,45.0,0.4,16.4,6.0,0
56966,MID,1,282,56721,False,-125.0,7.2,0.8,4.0,0
28215,MID,8,-1511,55201,True,55.0,7.2,0.8,4.0,1
57940,MID,8,-1511,55201,True,-15.0,38.8,15.0,76.0,1
29233,MID,1,-2271,53326,False,-250.0,38.8,15.0,76.0,0
58958,MID,1,-2271,53326,False,-150.0,3.2,3.8,0.0,0
4793,DEF,1,4,1704,True,-265.0,0.0,0.0,0.0,0
5527,DEF,1,52,1835,False,5.0,0.6,1.2,0.0,0
6987,DEF,1,-61,1985,True,50.0,0.0,0.0,0.0,0
8462,DEF,1,20,2028,True,-180.0,0.0,0.0,0.0,0
9209,DEF,5,136,2257,False,70.0,3.2,0.1,0.0,0
9962,DEF,1,431,2748,True,-185.0,27.2,22.1,0.0,0
10719,DEF,6,261,3014,False,30.0,11.2,4.5,0.0,1
11477,DEF,6,195,3270,False,-25.0,32.8,23.0,0.0,1
12870,DEF,4,-245,7338,False,35.0,14.8,0.8,0.0,0
13634,DEF,6,2181,9781,True,-75.0,41.8,36.0,0.0,1
14407,DEF,1,2600,13070,False,-70.0,9.8,0.9,0.0,0
15991,DEF,2,-2430,13601,False,0.0,0.0,0.0,0.0,0
16800,DEF,2,-432,13262,True,0.0,11.6,2.7,2.0,0
18582,DEF,1,-1118,12439,False,-5.0,0.8,1.1,0.0,0
19261,DEF,2,80,12584,True,-265.0,1.2,0.5,2.0,0
20075,DEF,5,4201,17141,False,55.0,13.4,1.7,4.0,1
22184,DEF,5,-6359,63097,True,0.0,14.8,26.6,0.0,0
23028,DEF,9,688,63909,True,0.0,4.0,1.6,2.0,1
23874,DEF,1,3619,67711,False,45.0,12.8,20.3,0.0,0
24725,DEF,1,808,68560,True,-120.0,27.4,18.8,4.0,0
25800,DEF,6,11101,85720,False,0.0,0.2,11.1,0.0,1
26771,DEF,7,-10022,69440,True,-110.0,14.2,23.7,2.0,1
28749,DEF,6,-7184,55876,True,0.0,7.6,1.7,0.0,1
30889,DEF,1,-7383,21587,False,95.0,0.0,0.0,0.0,0
31556,DEF,1,2669,26060,True,40.0,24.0,0.5,0.0,0
33689,DEF,2,-1286,23546,True,75.0,0.0,0.0,0.0,0
36678,DEF,2,-288,22331,True,55.0,0.0,0.0,0.0,0
44095,DEF,6,-469,15425,False,75.0,0.0,0.0,0.0,1
48260,DEF,1,18,16458,False,110.0,0.0,0.0,0.0,0
49759,DEF,1,-108,16713,False,45.0,0.0,0.0,0.0,0
56451,DEF,1,-28,15540,False,140.0,0.0,0.0,0.0,0
57326,DEF,8,218,15787,True,70.0,8.8,0.1,0.0,1
58421,DEF,2,19626,38343,False,-35.0,13.8,11.3,0.0,0
58422,DEF,1,19626,38343,True,70.0,24.6,0.4,0.0,0
59323,DEF,1,1271,36849,True,-50.0,15.0,2.3,4.0,0
45829,MID,2,250,260,False,-70.0,28.0,2.0,18.0,0
46639,MID,2,198,498,True,-15.0,12.8,1.1,0.0,0
47459,MID,3,136,673,False,5.0,25.0,11.2,0.0,0
48430,MID,2,446,1316,True,-135.0,15.8,49.7,0.0,1
49085,MID,3,-122,1087,False,-55.0,10.8,50.4,5.0,1
49919,MID,3,65,1194,True,-190.0,0.0,0.6,4.0,1
51185,MID,2,-12,1138,False,50.0,10.0,22.3,0.0,0
52028,MID,2,26,1183,False,65.0,9.8,25.3,1.0,0
52872,MID,5,-66,1131,True,-275.0,9.0,4.6,0.0,0
53718,MID,3,120,1282,False,0.0,23.6,23.8,0.0,1
54579,MID,2,589,2046,True,-45.0,23.4,11.1,5.0,0
54580,MID,2,589,2046,True,-175.0,13.2,18.1,0.0,1
55671,MID,8,-204,1740,False,-30.0,14.0,3.0,12.0,0
56628,MID,3,127,1913,True,-135.0,34.8,33.8,1.0,1
57498,MID,5,172,2122,False,20.0,16.6,12.8,0.0,0
58620,MID,3,630,2883,True,-15.0,28.0,12.7,1.0,1
30579,MID,1,1144,2230,True,-85.0,8.2,7.4,0.0,0
31200,MID,1,288,3081,False,-145.0,0.2,0.1,0.0,0
31891,MID,1,431,4092,False,-250.0,5.0,0.3,21.0,0
37770,MID,1,-110,2856,False,30.0,0.0,0.0,0.0,0
46875,MID,1,-2,2634,True,0.0,0.0,0.0,0.0,0
48617,MID,4,87,2945,False,-55.0,3.2,4.3,17.0,0
49328,MID,6,443,3437,True,-80.0,18.4,11.6,0.0,0
50189,MID,1,770,4299,False,20.0,35.0,0.3,17.0,0
51431,MID,4,-176,4475,False,35.0,0.0,0.0,0.0,0
52275,MID,1,29,4529,False,50.0,15.6,11.3,14.0,0
53121,MID,1,-219,4325,True,-165.0,9.4,18.0,6.0,0
53970,MID,1,-136,4226,False,0.0,3.8,1.8,4.0,0
54901,MID,1,-146,4095,True,5.0,3.0,0.3,7.0,0
56881,MID,1,-61,3975,False,-15.0,0.0,0.0,0.0,0
57829,MID,1,10,4011,True,-265.0,3.2,1.3,23.0,0
58873,MID,10,69,4107,False,-120.0,1.2,0.4,2.0,0
285,MID,3,0,221486,True,25.0,0.0,0.0,0.0,1
917,MID,2,-10833,232760,False,50.0,0.0,3.8,14.0,0
2241,MID,1,-44898,160980,False,-130.0,0.0,0.0,0.0,0
2950,MID,1,-10979,154878,True,-85.0,0.0,0.3,0.0,0
4423,MID,1,-9897,135383,True,25.0,0.0,0.0,0.0,0
5195,MID,1,-4273,132295,True,25.0,5.4,2.9,39.0,0
5923,MID,1,-3964,129242,False,190.0,7.4,36.3,8.0,0
6654,MID,1,-6979,122504,True,-240.0,1.6,2.0,16.0,0
7386,MID,2,-1217,122063,False,165.0,0.0,0.3,4.0,1
8126,MID,3,1397,123832,True,35.0,10.6,24.2,37.0,1
8869,MID,8,-1646,122450,False,125.0,9.6,38.1,18.0,1
9620,MID,2,57289,183514,False,115.0,34.4,3.9,28.0,0
10373,MID,4,27077,210802,True,-65.0,11.2,11.5,25.0,0
11131,MID,2,95259,310102,True,25.0,16.2,41.4,61.0,0
11860,MID,3,-25493,279861,False,-20.0,10.2,29.5,36.0,1
12548,MID,2,-13453,267842,False,120.0,0.0,0.1,7.0,0
13282,MID,14,-4671,266625,True,-160.0,7.2,4.3,42.0,0
14054,MID,4,224059,499170,False,155.0,66.8,16.3,44.0,0
14834,MID,2,91776,591292,True,-105.0,21.4,24.7,23.0,0
15627,MID,1,-19838,573629,False,120.0,15.0,25.7,14.0,0
16431,MID,16,-25650,548838,True,-20.0,18.4,48.1,10.0,1
17243,MID,2,194253,748613,False,60.0,81.0,40.9,52.0,0
18132,MID,5,134028,890565,False,165.0,6.8,1.5,45.0,0
18971,MID,2,273894,1226299,True,-50.0,27.6,56.0,67.0,0
19697,MID,2,-103139,1054902,False,-135.0,18.2,34.3,31.0,0
20570,MID,9,-46675,1009757,True,25.0,3.4,1.5,6.0,1
21801,MID,1,108525,1064123,False,120.0,2.0,24.4,34.0,0
22645,MID,14,-22543,1041148,False,95.0,3.6,1.9,2.0,0
23491,MID,2,46353,1089958,True,-245.0,69.6,16.0,57.0,0
24341,MID,4,182202,1275720,False,120.0,7.6,0.7,30.0,0
25302,MID,5,-50503,1154157,True,85.0,0.0,1.7,15.0,0
26334,MID,2,-51454,1173962,True,75.0,38.4,32.9,106.0,0
27253,MID,2,-26492,1150517,False,150.0,4.8,34.1,61.0,0
28230,MID,2,13447,1170638,True,-240.0,4.8,3.4,15.0,0
28231,MID,2,13447,1170638,True,-155.0,2.8,15.8,45.0,0
29245,MID,3,-97155,1060738,False,120.0,5.2,22.8,25.0,1
34945,FWD,1,131,5904,False,0.0,0.0,0.3,0.0,0
35673,FWD,1,24,6077,True,40.0,0.0,0.3,0.0,0
38619,FWD,1,-143,6622,True,55.0,0.0,0.0,0.0,0
40124,FWD,1,-1,6666,True,25.0,0.0,0.0,0.0,0
41608,FWD,1,115,6888,False,170.0,0.0,0.0,0.0,0
43034,FWD,5,-59,6849,False,50.0,0.0,0.0,0.0,0
43806,FWD,1,146,7065,True,60.0,33.0,0.0,27.0,0
29920,FWD,1,0,364552,False,5.0,0.0,0.0,0.0,0
316,MID,2,0,75742,True,-80.0,0.0,0.0,0.0,0
30041,MID,2,0,75742,True,-60.0,19.4,40.7,46.0,0
944,MID,1,-6783,74543,False,-60.0,19.4,40.7,46.0,0
30669,MID,1,-6783,74543,False,25.0,5.0,14.5,2.0,0
2984,MID,1,-6160,30403,True,-35.0,0.0,0.0,0.0,0
32709,MID,1,-6160,30403,True,-180.0,1.6,3.3,6.0,0
3701,MID,1,-1047,29656,False,105.0,1.6,3.3,6.0,0
33426,MID,1,-1047,29656,False,45.0,3.0,11.4,2.0,0
4462,MID,1,-1035,28718,True,-135.0,3.0,11.4,2.0,0
34187,MID,1,-1035,28718,True,-5.0,4.6,15.3,14.0,0
5230,MID,2,-248,28757,True,15.0,4.6,15.3,14.0,0
34955,MID,2,-248,28757,True,25.0,8.8,24.3,5.0,0
5958,MID,1,-1026,27816,False,5.0,8.8,24.3,5.0,0
35683,MID,1,-1026,27816,False,-55.0,4.2,14.5,2.0,0
6689,MID,2,-851,27055,False,75.0,4.2,14.5,2.0,0
36414,MID,2,-851,27055,False,-70.0,13.4,2.2,13.0,0
7421,MID,2,-263,26892,True,-165.0,13.4,2.2,13.0,1
37146,MID,2,-263,26892,True,-125.0,9.0,23.3,7.0,1
8161,MID,1,-433,26522,False,15.0,9.0,23.3,7.0,0
37886,MID,1,-433,26522,False,30.0,8.8,19.4,8.0,0
8904,MID,9,-179,26487,True,-45.0,8.8,19.4,8.0,0
38629,MID,9,-179,26487,True,5.0,48.0,12.7,44.0,0
9657,MID,2,260,26863,False,-65.0,48.0,12.7,44.0,0
39382,MID,2,260,26863,False,0.0,6.2,12.9,6.0,0
10411,MID,14,1580,28613,True,-45.0,6.2,12.9,6.0,1
40136,MID,14,1580,28613,True,-5.0,73.6,15.1,53.0,1
11169,MID,6,24884,55425,True,-90.0,73.6,15.1,53.0,1
40894,MID,6,24884,55425,True,-35.0,20.0,32.2,29.0,1
11895,MID,2,39848,98390,False,70.0,20.0,32.2,29.0,0
41620,MID,2,39848,98390,False,-110.0,5.4,2.6,21.0,0
12585,MID,2,33831,137133,True,5.0,5.4,2.6,21.0,0
42310,MID,2,33831,137133,True,-125.0,15.4,39.5,34.0,0
13322,MID,2,-2762,128586,False,75.0,15.4,39.5,34.0,0
43047,MID,2,-2762,128586,False,65.0,9.0,5.8,4.0,0
14094,MID,2,-27575,100680,True,-310.0,9.0,5.8,4.0,0
43819,MID,2,-27575,100680,True,-190.0,7.4,27.2,6.0,0
18184,MID,1,-1908,37610,True,-230.0,0.0,0.0,0.0,0
47909,MID,1,-1908,37610,True,-5.0,4.2,1.8,21.0,0
18999,MID,10,-357,37532,False,50.0,4.2,1.8,21.0,0
48724,MID,10,-357,37532,False,-55.0,41.0,43.4,28.0,0
19740,MID,3,6025,44068,True,-155.0,41.0,43.4,28.0,1
49465,MID,3,6025,44068,True,-80.0,12.0,35.4,2.0,1
20618,MID,10,608,44785,False,75.0,12.0,35.4,2.0,0
50343,MID,10,608,44785,False,20.0,56.4,80.3,56.0,0
21254,MID,3,38198,217631,True,-175.0,56.4,80.3,56.0,1
50979,MID,3,38198,217631,True,-125.0,17.6,47.0,10.0,1
21844,MID,2,1316,83692,False,145.0,17.6,47.0,10.0,0
51569,MID,2,1316,83692,False,35.0,7.6,11.8,30.0,0
22688,MID,1,-4494,79445,False,110.0,7.6,11.8,30.0,0
52413,MID,1,-4494,79445,False,50.0,2.4,4.5,0.0,0
23534,MID,2,-13404,66072,True,-225.0,2.4,4.5,0.0,0
53259,MID,2,-13404,66072,True,-165.0,18.6,19.1,4.0,0
24384,MID,6,-7414,58840,False,75.0,18.6,19.1,4.0,1
54109,MID,6,-7414,58840,False,0.0,23.2,32.8,27.0,1
25359,MID,2,-4693,53482,True,-315.0,23.2,32.8,27.0,0
55084,MID,2,-4693,53482,True,5.0,10.0,23.1,10.0,0
26388,MID,2,-1948,52474,True,-45.0,10.0,23.1,10.0,0
56113,MID,2,-1948,52474,True,0.0,7.8,13.8,6.0,0
27298,MID,3,-1820,50800,False,75.0,7.8,13.8,6.0,1
57023,MID,3,-1820,50800,False,-15.0,17.4,51.8,29.0,1
28292,MID,2,-2143,48595,True,-310.0,17.4,51.8,29.0,0
58017,MID,2,-2143,48595,True,-265.0,8.0,2.8,0.0,0
29291,MID,2,-843,48002,False,120.0,8.0,2.8,0.0,0
59016,MID,2,-843,48002,False,-120.0,15.2,34.3,9.0,0
34534,MID,1,100,318,False,90.0,0.0,0.0,0.0,0
38298,DEF,1,4120,33201,True,110.0,0.0,0.0,0.0,0
55675,DEF,1,-297,44196,True,140.0,0.0,0.0,0.0,0
36764,MID,2,130,818,True,-185.0,0.0,0.8,0.0,0
37497,MID,1,207,1051,False,-255.0,8.0,16.4,5.0,0
43412,MID,9,70,790,True,-80.0,0.0,16.0,0.0,1
44185,MID,6,770,1618,False,-60.0,35.6,16.4,2.0,0
44971,MID,1,1238,2975,True,-55.0,45.8,22.3,17.0,0
45769,MID,2,220,3227,False,-5.0,6.4,0.4,3.0,0
46578,MID,1,66,3306,True,-65.0,1.2,6.8,2.0,0
47392,MID,2,-256,3061,False,-35.0,3.0,0.8,0.0,0
48367,MID,1,-244,2800,False,-115.0,7.0,25.2,20.0,0
49030,MID,1,-124,2692,True,-325.0,8.6,0.6,2.0,0
49854,MID,1,-8,2764,False,-70.0,17.4,1.7,2.0,0
50773,MID,1,145,2948,True,-35.0,0.4,0.2,2.0,0
50774,MID,1,145,2948,True,-240.0,6.6,43.3,2.0,0
52808,MID,1,-114,2548,True,-60.0,0.0,0.0,0.0,0
53654,MID,1,-177,2381,False,-125.0,2.2,11.7,2.0,0
55596,MID,1,-83,2233,False,25.0,0.0,0.0,0.0,0
55597,MID,3,-83,2233,False,15.0,7.2,15.8,3.0,1
56561,MID,3,-92,2163,True,-140.0,8.6,44.6,29.0,1
57423,MID,1,-34,2145,False,-150.0,6.2,21.5,7.0,0
58546,MID,1,13,2157,True,-145.0,10.0,12.8,7.0,0
59420,MID,1,-9,2173,False,10.0,5.6,11.3,0.0,0
426,FWD,13,0,1346330,True,-180.0,0.2,1.0,0.0,0
30151,FWD,13,0,1346330,True,110.0,68.4,2.7,61.0,0
1044,FWD,2,433540,2258271,False,-75.0,68.4,2.7,61.0,0
30769,FWD,2,433540,2258271,False,-90.0,0.6,1.8,2.0,0
1692,FWD,2,276320,2671221,True,-265.0,0.6,1.8,2.0,1
31417,FWD,2,276320,2671221,True,120.0,3.2,10.8,19.0,1
2389,FWD,2,36218,2773868,False,180.0,3.2,10.8,19.0,0
32114,FWD,2,36218,2773868,False,90.0,2.0,1.7,20.0,0
3819,FWD,5,-347059,2327167,False,250.0,0.0,0.0,0.0,0
33544,FWD,5,-347059,2327167,False,195.0,36.8,0.8,25.0,0
4595,FWD,6,-304084,2018967,True,55.0,36.8,0.8,25.0,1
34320,FWD,6,-304084,2018967,True,-10.0,42.6,24.8,73.0,1
5348,FWD,13,2451,2069499,False,180.0,42.6,24.8,73.0,0
35073,FWD,13,2451,2069499,False,160.0,66.8,3.3,76.0,0
6077,FWD,1,-33527,2040351,True,5.0,66.8,3.3,76.0,0
35802,FWD,1,-33527,2040351,True,115.0,2.6,10.3,0.0,0
9025,FWD,8,-75136,1146296,True,-85.0,0.0,0.0,0.0,0
38750,FWD,8,-75136,1146296,True,110.0,30.6,1.8,19.0,0
9778,FWD,2,354980,1523465,True,-115.0,30.6,1.8,19.0,1
39503,FWD,2,354980,1523465,True,-10.0,4.0,20.1,19.0,1
10532,FWD,2,117612,1640166,False,185.0,4.0,20.1,19.0,0
40257,FWD,2,117612,1640166,False,165.0,0.0,12.3,14.0,0
11290,FWD,2,4987,1644906,False,110.0,0.0,12.3,14.0,0
41015,FWD,2,4987,1644906,False,105.0,0.0,1.3,7.0,0
12699,FWD,1,-129258,1632497,False,225.0,0.0,0.0,0.0,0
42424,FWD,1,-129258,1632497,False,40.0,8.6,13.8,2.0,0
13443,FWD,7,-71808,1566522,True,5.0,8.6,13.8,2.0,0
43168,FWD,7,-71808,1566522,True,110.0,56.4,34.8,102.0,0
14216,FWD,6,-81955,1487341,False,40.0,56.4,34.8,102.0,0
43941,FWD,6,-81955,1487341,False,160.0,38.6,13.7,19.0,0
14998,FWD,6,40119,1544832,True,-260.0,38.6,13.7,19.0,0
44723,FWD,6,40119,1544832,True,-150.0,41.0,1.8,71.0,0
15793,FWD,1,137442,1695301,False,120.0,41.0,1.8,71.0,0
45518,FWD,1,137442,1695301,False,190.0,0.2,10.7,8.0,0
19097,FWD,2,-36013,1168991,False,-70.0,0.0,0.0,0.0,0
48822,FWD,2,-36013,1168991,False,15.0,0.0,0.6,8.0,0
19868,FWD,8,72819,1249436,True,5.0,0.0,0.6,8.0,1
49593,FWD,8,72819,1249436,True,120.0,36.4,1.2,42.0,1
20760,FWD,6,6858,1258362,False,155.0,36.4,1.2,42.0,0
50485,FWD,6,6858,1258362,False,175.0,33.6,12.5,18.0,0
21976,FWD,15,138598,1404120,True,-40.0,33.6,12.5,18.0,0
51701,FWD,15,138598,1404120,True,80.0,82.8,27.0,48.0,0
22820,FWD,8,640023,2051486,True,5.0,82.8,27.0,48.0,0
52545,FWD,8,640023,2051486,True,110.0,48.4,26.2,49.0,0
23666,FWD,2,539940,2597890,False,225.0,48.4,26.2,49.0,1
53391,FWD,2,539940,2597890,False,130.0,16.0,11.5,40.0,1
24516,FWD,12,14652,2613419,True,-125.0,16.0,11.5,40.0,1
54241,FWD,12,14652,2613419,True,-10.0,64.2,13.8,61.0,1
25528,FWD,2,218394,2766906,False,210.0,64.2,13.8,61.0,0
55253,FWD,2,218394,2766906,False,205.0,11.8,14.8,13.0,0
26533,FWD,13,861618,3721304,True,65.0,11.8,14.8,13.0,0
56258,FWD,13,861618,3721304,True,140.0,73.6,24.2,65.0,0
27430,FWD,7,464029,4183973,False,235.0,73.6,24.2,65.0,1
57155,FWD,7,464029,4183973,False,95.0,40.4,11.8,74.0,1
28465,FWD,2,462524,4697648,True,-105.0,40.4,11.8,74.0,0
58190,FWD,2,462524,4697648,True,35.0,3.0,1.8,23.0,0
28466,FWD,2,462524,4697648,False,155.0,3.0,1.8,23.0,0
58191,FWD,2,462524,4697648,False,105.0,5.2,25.9,23.0,0
29423,FWD,14,-184105,4444999,False,180.0,5.2,25.9,23.0,0
59148,FWD,14,-184105,4444999,False,145.0,59.6,24.7,53.0,0
222,MID,1,0,993930,False,245.0,59.6,24.7,53.0,0
29947,MID,1,0,993930,False,190.0,13.6,13.5,0.0,0
1481,MID,2,-417199,607408,False,265.0,7.8,7.9,0.0,0
31206,MID,2,-417199,607408,False,65.0,17.6,1.8,0.0,0
2172,MID,3,-88216,536871,True,-45.0,17.6,1.8,0.0,1
31897,MID,3,-88216,536871,True,120.0,6.6,10.1,0.0,1
3595,MID,6,-60636,430767,True,95.0,10.8,6.0,0.0,0
33320,MID,6,-60636,430767,True,90.0,27.4,34.2,1.0,0
4343,MID,1,-9795,425056,False,200.0,27.4,34.2,1.0,0
34068,MID,1,-9795,425056,False,120.0,7.4,2.5,1.0,0
5122,MID,2,-16224,410873,False,270.0,7.4,2.5,1.0,0
34847,MID,2,-16224,410873,False,105.0,15.4,3.0,4.0,0
5850,MID,3,-11767,401917,True,140.0,15.4,3.0,4.0,1
35575,MID,3,-11767,401917,True,120.0,20.4,42.9,7.0,1
6581,MID,2,-17982,384912,True,140.0,20.4,42.9,7.0,1
36306,MID,2,-17982,384912,True,120.0,10.8,15.4,3.0,1
7312,MID,1,-11366,374914,False,315.0,10.8,15.4,3.0,0
37037,MID,1,-11366,374914,False,55.0,9.8,16.6,0.0,0
8795,MID,2,-12590,316098,False,15.0,0.0,0.0,0.0,0
38520,MID,2,-12590,316098,False,-75.0,5.8,4.2,1.0,0
9545,MID,9,-2086,315310,True,65.0,5.8,4.2,1.0,0
39270,MID,9,-2086,315310,True,105.0,41.2,2.9,7.0,0
10298,MID,1,17096,333965,False,340.0,41.2,2.9,7.0,0
40023,MID,1,17096,333965,False,210.0,2.4,3.6,7.0,0
13976,MID,1,-5603,281220,True,-40.0,0.0,0.0,0.0,0
43701,MID,1,-5603,281220,True,-40.0,3.0,4.1,0.0,0
14753,MID,3,921,283375,False,270.0,3.0,4.1,0.0,1
44478,MID,3,921,283375,False,240.0,34.4,47.4,1.0,1
15545,MID,2,-1072,283273,True,50.0,34.4,47.4,1.0,0
45270,MID,2,-1072,283273,True,120.0,22.4,17.9,8.0,0
16347,MID,2,-309,283228,False,20.0,22.4,17.9,8.0,0
46072,MID,2,-309,283228,False,30.0,17.4,27.4,3.0,0
17158,MID,2,6698,290851,True,190.0,17.4,27.4,3.0,0
46883,MID,2,6698,290851,True,0.0,10.4,2.6,7.0,0
18031,MID,8,17468,311328,False,270.0,10.4,2.6,7.0,0
47756,MID,8,17468,311328,False,160.0,40.2,35.8,23.0,0
18032,MID,9,17468,311328,True,150.0,40.2,35.8,23.0,0
47757,MID,9,17468,311328,True,-55.0,49.6,59.8,2.0,0
19611,MID,6,12912,327048,False,305.0,49.6,59.8,2.0,1
49336,MID,6,12912,327048,False,225.0,35.2,74.9,9.0,1
20472,MID,10,6100,334299,True,-125.0,35.2,74.9,9.0,0
50197,MID,10,6100,334299,True,-140.0,48.2,5.2,34.0,0
21714,MID,4,49286,397877,True,30.0,48.2,5.2,34.0,0
51439,MID,4,49286,397877,True,45.0,39.2,61.3,16.0,0
22558,MID,10,55600,454423,True,200.0,39.2,61.3,16.0,0
52283,MID,10,55600,454423,True,150.0,54.8,29.3,14.0,0
23404,MID,2,72078,528794,False,245.0,54.8,29.3,14.0,0
53129,MID,2,72078,528794,False,120.0,15.6,18.0,4.0,0
24253,MID,2,66286,597288,True,140.0,15.6,18.0,4.0,0
53978,MID,2,66286,597288,True,125.0,23.4,34.9,2.0,0
25187,MID,1,29506,626234,False,315.0,23.4,34.9,2.0,0
54912,MID,1,29506,626234,False,145.0,6.4,0.2,0.0,0
25188,MID,2,29506,626234,False,275.0,6.4,0.2,0.0,0
54913,MID,2,29506,626234,False,180.0,17.6,22.7,10.0,0
26237,MID,1,-101797,525182,False,270.0,17.6,22.7,10.0,0
55962,MID,1,-101797,525182,False,175.0,25.8,54.3,24.0,0
27164,MID,2,-45242,481965,True,10.0,25.8,54.3,24.0,0
56889,MID,2,-45242,481965,True,0.0,12.4,13.9,2.0,0
28114,MID,2,-46337,433062,False,210.0,12.4,13.9,2.0,0
57839,MID,2,-46337,433062,False,205.0,9.0,15.8,11.0,0
29156,MID,9,-10915,426095,True,140.0,9.0,15.8,11.0,1
58881,MID,9,-10915,426095,True,130.0,50.4,36.6,23.0,1
1786,DEF,1,-1295,13058,False,-35.0,0.0,0.0,0.0,0
2484,DEF,2,-1056,12293,True,-90.0,2.4,0.5,2.0,0
3197,DEF,1,-1163,11274,False,35.0,16.2,16.5,6.0,0
3915,DEF,3,-339,11031,True,-45.0,0.0,0.3,0.0,0
4699,DEF,8,5703,17867,False,-5.0,13.4,77.4,22.0,0
4700,DEF,1,5703,17867,True,5.0,37.6,81.5,4.0,0
