,position,total_points,transfers_change,selected,was_home,teamsStrDiff,lag_influence,lag_creativity,lag_threat,clean_sheets
42094,GK,2,-6689,563376,False,185.0,16.6,0.0,0.0,0
13081,GK,6,17550,588257,True,205.0,16.6,0.0,0.0,0
42806,GK,6,17550,588257,True,115.0,30.2,0.0,0.0,0
13853,GK,1,46674,639623,False,310.0,30.2,0.0,0.0,0
43578,GK,1,46674,639623,False,155.0,15.2,0.0,0.0,0
14628,GK,8,14357,660494,True,250.0,15.2,0.0,0.0,1
44353,GK,8,14357,660494,True,150.0,19.8,0.0,0.0,1
15417,GK,2,17311,679982,False,300.0,19.8,0.0,0.0,0
45142,GK,2,17311,679982,False,235.0,18.0,0.0,0.0,0
16218,GK,2,-21827,657408,True,-20.0,18.0,0.0,0.0,0
45943,GK,2,-21827,657408,True,155.0,10.8,0.0,0.0,0
17028,GK,6,3807,664299,False,265.0,10.8,0.0,0.0,1
46753,GK,6,3807,664299,False,185.0,11.0,0.0,0.0,1
17868,GK,6,47252,727799,False,320.0,11.0,0.0,0.0,1
47593,GK,6,47252,727799,False,120.0,4.4,0.0,0.0,1
18798,GK,2,32959,748082,True,70.0,4.4,0.0,0.0,0
48523,GK,2,32959,748082,True,-15.0,14.0,0.0,0.0,0
19476,GK,6,42374,800554,False,335.0,14.0,0.0,0.0,1
49201,GK,6,42374,800554,False,220.0,4.0,0.0,0.0,1
21577,GK,5,19465,719732,False,10.0,0.0,0.0,0.0,1
51302,GK,5,19465,719732,False,-65.0,10.2,0.0,0.0,1
22420,GK,6,128216,852100,True,260.0,10.2,0.0,0.0,1
52145,GK,6,128216,852100,True,-30.0,12.4,0.0,0.0,1
23265,GK,6,132335,988619,False,265.0,12.4,0.0,0.0,1
52990,GK,6,132335,988619,False,115.0,11.2,0.0,0.0,1
24113,GK,1,67804,1060564,True,65.0,11.2,0.0,0.0,0
53838,GK,1,67804,1060564,True,145.0,3.0,0.0,0.0,0
25010,GK,10,69673,1130404,False,265.0,3.0,0.0,0.0,1
54735,GK,10,69673,1130404,False,205.0,24.2,0.0,0.0,1
25011,GK,6,69673,1130404,True,160.0,24.2,0.0,0.0,1
54736,GK,6,69673,1130404,True,145.0,5.8,0.0,0.0,1
26082,GK,1,-14003,1122738,False,195.0,5.8,0.0,0.0,0
55807,GK,1,-14003,1122738,False,130.0,0.0,0.0,0.0,0
27024,GK,6,22343,1150837,True,250.0,0.0,0.0,0.0,1
56749,GK,6,22343,1150837,True,150.0,15.2,0.0,0.0,1
27933,GK,5,-23516,1116968,False,240.0,15.2,0.0,0.0,1
57658,GK,5,-23516,1116968,False,130.0,13.8,0.0,0.0,1
29016,GK,2,140681,1289675,True,250.0,13.8,0.0,0.0,0
58741,GK,2,140681,1289675,True,145.0,10.4,0.0,0.0,0
41525,GK,3,-391,21982,False,-250.0,0.0,0.0,0.0,0
42212,GK,2,6310,29179,True,-90.0,53.2,0.0,0.0,0
42938,GK,1,-265,28664,False,15.0,33.0,0.0,0.0,0
43710,GK,3,5457,34710,True,-95.0,12.6,0.0,0.0,0
45279,GK,2,2804,38242,True,15.0,9.2,0.0,0.0,0
46892,GK,1,-1598,35458,True,-15.0,19.6,0.0,0.0,0
51448,GK,3,4747,38291,False,50.0,0.0,0.0,0.0,0
52292,GK,3,4869,43285,False,65.0,28.8,0.0,0.0,0
53138,GK,1,3036,46467,True,-275.0,30.2,0.0,0.0,0
53987,GK,9,13426,60113,False,0.0,32.8,0.0,0.0,1
54927,GK,6,170154,302439,True,-175.0,0.0,0.0,0.0,1
55971,GK,2,-25859,204062,False,-30.0,19.0,0.0,0.0,0
56898,GK,6,-9733,195063,True,-135.0,10.4,0.0,0.0,1
57849,GK,3,-7847,181838,False,20.0,14.4,0.0,0.0,0
58890,GK,6,2404,189993,True,-15.0,48.6,0.0,0.0,1
464,MID,2,0,511196,True,250.0,17.6,0.0,0.0,0
30189,MID,2,0,511196,True,145.0,21.6,4.6,31.0,0
1082,MID,3,-35250,551259,False,295.0,21.6,4.6,31.0,1
30807,MID,3,-35250,551259,False,230.0,22.8,19.0,2.0,1
1733,MID,2,-49957,520310,True,175.0,22.8,19.0,2.0,0
31458,MID,2,-49957,520310,True,130.0,20.8,6.8,0.0,0
2430,MID,10,-65553,464199,True,130.0,20.8,6.8,0.0,0
32155,MID,10,-65553,464199,True,25.0,42.6,5.4,24.0,0
3143,MID,3,17878,507937,False,270.0,42.6,5.4,24.0,1
32868,MID,3,17878,507937,False,190.0,17.0,18.2,7.0,1
3860,MID,1,162,513948,True,120.0,17.0,18.2,7.0,0
33585,MID,1,162,513948,True,25.0,1.8,0.8,6.0,0
4638,MID,3,-74230,437626,False,265.0,1.8,0.8,6.0,1
34363,MID,3,-74230,437626,False,250.0,20.6,13.4,0.0,1
5389,MID,3,-5721,440743,True,-15.0,20.6,13.4,0.0,1
35114,MID,3,-5721,440743,True,-115.0,22.0,22.8,4.0,1
6118,MID,9,4552,451555,False,240.0,22.0,22.8,4.0,0
35843,MID,9,4552,451555,False,200.0,46.4,13.6,9.0,0
6849,MID,6,31433,488218,True,310.0,46.4,13.6,9.0,1
36574,MID,6,31433,488218,True,175.0,24.0,15.7,4.0,1
7582,MID,2,34863,527381,False,260.0,24.0,15.7,4.0,0
37307,MID,2,34863,527381,False,75.0,15.2,16.7,9.0,0
8323,MID,2,27664,559962,True,300.0,15.2,16.7,9.0,0
38048,MID,2,27664,559962,True,25.0,9.0,14.3,3.0,0
9068,MID,3,-3918,558641,False,265.0,9.0,14.3,3.0,1
38793,MID,3,-3918,558641,False,170.0,17.4,18.9,2.0,1
9821,MID,2,-4050,557816,True,250.0,17.4,18.9,2.0,0
39546,MID,2,-4050,557816,True,155.0,19.0,7.3,8.0,0
10576,MID,9,-2666,556809,False,310.0,19.0,7.3,8.0,0
40301,MID,9,-2666,556809,False,65.0,48.2,13.0,21.0,0
11334,MID,1,16984,577223,False,205.0,48.2,13.0,21.0,0
41059,MID,1,16984,577223,False,215.0,19.0,17.8,2.0,0
12047,MID,3,-3601,574686,True,140.0,19.0,17.8,2.0,1
41772,MID,3,-3601,574686,True,70.0,15.2,10.5,32.0,1
12735,MID,1,-13164,562496,False,125.0,15.2,10.5,32.0,0
42460,MID,1,-13164,562496,False,185.0,18.0,3.2,2.0,0
13487,MID,2,5406,572456,True,205.0,18.0,3.2,2.0,0
43212,MID,2,5406,572456,True,115.0,21.8,30.6,3.0,0
14260,MID,2,-15327,558576,False,310.0,21.8,30.6,3.0,0
43985,MID,2,-15327,558576,False,155.0,29.2,20.5,1.0,0
15042,MID,6,-24743,537318,True,250.0,29.2,20.5,1.0,1
44767,MID,6,-24743,537318,True,150.0,22.8,18.9,7.0,1
15838,MID,2,-35223,504711,False,300.0,22.8,18.9,7.0,0
45563,MID,2,-35223,504711,False,235.0,19.0,17.9,2.0,0
16643,MID,1,-7914,498852,True,-20.0,19.0,17.9,2.0,0
46368,MID,1,-7914,498852,True,155.0,16.8,26.7,2.0,0
17455,MID,17,-9177,491501,False,265.0,16.8,26.7,2.0,1
47180,MID,17,-9177,491501,False,185.0,89.0,61.3,7.0,1
18394,MID,3,54943,556087,False,320.0,89.0,61.3,7.0,1
48119,MID,3,54943,556087,False,120.0,13.6,2.0,2.0,1
19136,MID,6,10999,563249,True,70.0,13.6,2.0,2.0,0
48861,MID,6,10999,563249,True,-15.0,28.8,58.0,23.0,0
19914,MID,8,22429,587293,False,335.0,28.8,58.0,23.0,1
49639,MID,8,22429,587293,False,220.0,47.8,30.4,44.0,1
20808,MID,9,24637,614552,True,250.0,47.8,30.4,44.0,0
50533,MID,9,24637,614552,True,65.0,43.8,9.1,27.0,0
22022,MID,3,25103,643805,False,10.0,43.8,9.1,27.0,1
51747,MID,3,25103,643805,False,-65.0,9.2,11.5,4.0,1
22866,MID,1,38158,683106,True,260.0,9.2,11.5,4.0,0
52591,MID,1,38158,683106,True,-30.0,4.4,0.3,0.0,0
23712,MID,3,-16956,666634,False,265.0,4.4,0.3,0.0,1
53437,MID,3,-16956,666634,False,115.0,20.4,45.3,12.0,1
24563,MID,2,-4863,663188,True,65.0,20.4,45.3,12.0,0
54288,MID,2,-4863,663188,True,145.0,7.4,4.4,7.0,0
25588,MID,2,-1073,660722,False,265.0,7.4,4.4,7.0,1
55313,MID,2,-1073,660722,False,205.0,27.6,57.3,31.0,1
25589,MID,9,-1073,660722,True,160.0,27.6,57.3,31.0,1
55314,MID,9,-1073,660722,True,145.0,36.0,14.2,35.0,1
26587,MID,6,-29048,634626,False,195.0,36.0,14.2,35.0,0
56312,MID,6,-29048,634626,False,130.0,33.6,30.5,7.0,0
27478,MID,14,-8445,628051,True,250.0,33.6,30.5,7.0,1
57203,MID,14,-8445,628051,True,150.0,61.4,39.3,34.0,1
28532,MID,3,10876,640135,False,240.0,61.4,39.3,34.0,1
58257,MID,3,10876,640135,False,130.0,15.2,15.3,11.0,1
29473,MID,1,37069,681532,True,250.0,15.2,15.3,11.0,0
59198,MID,1,37069,681532,True,145.0,11.0,29.8,26.0,0
36590,FWD,1,140,6201,True,-15.0,0.0,0.0,0.0,0
54307,FWD,1,19,7613,True,65.0,0.0,0.0,0.0,0
483,MID,2,0,122056,False,130.0,0.0,0.0,0.0,0
30208,MID,2,0,122056,False,105.0,10.0,19.8,19.0,0
1099,MID,3,-15200,118558,True,-50.0,10.0,19.8,19.0,1
30824,MID,3,-15200,118558,True,-65.0,11.4,18.6,30.0,1
1754,MID,8,2327,128087,False,130.0,11.4,18.6,30.0,1
31479,MID,8,2327,128087,False,185.0,44.8,23.7,54.0,1
2451,MID,1,15532,151335,False,185.0,44.8,23.7,54.0,0
32176,MID,1,15532,151335,False,55.0,13.2,35.3,26.0,0
3164,MID,10,-11272,142196,True,130.0,13.2,35.3,26.0,0
32889,MID,10,-11272,142196,True,85.0,51.8,65.7,73.0,0
3881,MID,2,11941,158725,False,-120.0,51.8,65.7,73.0,0
33606,MID,2,11941,158725,False,-25.0,9.4,37.5,8.0,0
4661,MID,2,2602,163567,True,-200.0,9.4,37.5,8.0,0
34386,MID,2,2602,163567,True,65.0,15.8,58.9,34.0,0
5410,MID,3,71551,243589,False,175.0,15.8,58.9,34.0,1
35135,MID,3,71551,243589,False,0.0,11.2,24.2,37.0,1
6139,MID,3,-11108,229065,True,-5.0,11.2,24.2,37.0,1
35864,MID,3,-11108,229065,True,40.0,3.6,13.3,17.0,1
6870,MID,3,-35530,193945,False,160.0,3.6,13.3,17.0,1
36595,MID,3,-35530,193945,False,165.0,7.0,10.3,4.0,1
7603,MID,7,-25814,169538,True,-20.0,7.0,10.3,4.0,0
37328,MID,7,-25814,169538,True,55.0,42.6,11.5,27.0,0
8344,MID,2,28173,201786,False,130.0,42.6,11.5,27.0,0
38069,MID,2,28173,201786,False,140.0,0.0,13.4,19.0,0
9090,MID,2,10142,213509,True,-115.0,0.0,13.4,19.0,0
38815,MID,2,10142,213509,True,55.0,18.4,41.0,43.0,0
9843,MID,12,-16391,196639,False,-125.0,18.4,41.0,43.0,0
39568,MID,12,-16391,196639,False,-130.0,52.6,17.0,25.0,0
10598,MID,1,56685,256859,True,25.0,52.6,17.0,25.0,0
40323,MID,1,56685,256859,True,25.0,14.8,45.4,35.0,0
11356,MID,2,11441,268110,True,-110.0,14.8,45.4,35.0,0
41081,MID,2,11441,268110,True,-105.0,22.4,63.6,42.0,0
12066,MID,14,45698,318386,False,165.0,22.4,63.6,42.0,1
41791,MID,14,45698,318386,False,170.0,65.4,44.8,49.0,1
12756,MID,1,184459,529829,True,70.0,65.4,44.8,49.0,0
42481,MID,1,184459,529829,True,55.0,19.6,36.1,17.0,0
13510,MID,1,24809,531098,False,130.0,19.6,36.1,17.0,0
43235,MID,1,24809,531098,False,50.0,0.0,16.7,15.0,0
15863,MID,1,-32412,387721,True,70.0,0.0,0.0,0.0,0
45588,MID,1,-32412,387721,True,-25.0,8.4,29.1,30.0,0
16668,MID,1,-38414,349893,False,135.0,8.4,29.1,30.0,0
46393,MID,1,-38414,349893,False,125.0,5.4,11.2,4.0,0
17480,MID,2,-63303,286984,True,-40.0,5.4,11.2,4.0,0
47205,MID,2,-63303,286984,True,-20.0,9.0,22.4,21.0,0
18425,MID,9,-33981,250827,True,70.0,9.0,22.4,21.0,0
48150,MID,9,-33981,250827,True,65.0,52.0,22.2,61.0,0
19939,MID,2,15886,257804,True,70.0,52.0,22.2,61.0,0
49664,MID,2,15886,257804,True,60.0,15.2,32.5,8.0,0
20837,MID,6,-838,257273,False,70.0,15.2,32.5,8.0,1
50562,MID,6,-838,257273,False,150.0,24.6,34.2,18.0,1
21332,MID,2,67786,430395,False,175.0,24.6,34.2,18.0,0
51057,MID,2,67786,430395,False,90.0,9.2,15.1,23.0,0
22047,MID,1,-14993,309517,True,80.0,9.2,15.1,23.0,0
51772,MID,1,-14993,309517,True,-120.0,8.4,32.5,14.0,0
22891,MID,1,-29139,280657,False,130.0,8.4,32.5,14.0,0
52616,MID,1,-29139,280657,False,120.0,6.8,6.8,2.0,0
23737,MID,1,-22243,258755,True,70.0,6.8,6.8,2.0,0
53462,MID,1,-22243,258755,True,55.0,5.4,10.3,0.0,0
24588,MID,1,-16994,242205,False,125.0,5.4,10.3,0.0,0
54313,MID,1,-16994,242205,False,10.0,10.6,8.1,14.0,0
26616,MID,1,1265,224042,True,-195.0,10.6,8.1,14.0,0
56341,MID,1,1265,224042,True,-130.0,22.4,30.5,16.0,0
26617,MID,2,1265,224042,False,105.0,22.4,30.5,16.0,0
56342,MID,2,1265,224042,False,135.0,6.4,24.1,17.0,0
27503,MID,2,-4014,219983,False,-10.0,6.4,24.1,17.0,0
57228,MID,2,-4014,219983,False,120.0,3.0,2.4,2.0,0
28567,MID,2,4844,226087,True,120.0,3.0,2.4,2.0,0
58292,MID,2,4844,226087,True,-65.0,17.6,47.7,23.0,0
28568,MID,1,4844,226087,True,-195.0,17.6,47.7,23.0,0
58293,MID,1,4844,226087,True,-205.0,3.2,1.7,58.0,0
29498,MID,16,1332,226700,False,200.0,3.2,1.7,58.0,1
59223,MID,16,1332,226700,False,155.0,77.2,22.8,68.0,1
127,DEF,1,0,188121,False,130.0,0.0,0.0,0.0,0
29852,DEF,1,0,188121,False,105.0,15.8,17.3,2.0,0
774,DEF,5,8520,207601,True,-50.0,15.8,17.3,2.0,1
30499,DEF,5,8520,207601,True,-65.0,10.2,12.3,37.0,1
1384,DEF,12,132835,351648,False,130.0,10.2,12.3,37.0,1
31109,DEF,12,132835,351648,False,185.0,22.8,12.3,8.0,1
2074,DEF,5,704471,1127646,False,185.0,22.8,12.3,8.0,0
31799,DEF,5,704471,1127646,False,55.0,38.8,13.4,2.0,0
2779,DEF,2,488889,1640572,True,130.0,38.8,13.4,2.0,0
32504,DEF,2,488889,1640572,True,85.0,18.2,5.7,10.0,0
4231,DEF,1,24252,1758017,True,-200.0,22.8,0.8,0.0,0
33956,DEF,1,24252,1758017,True,65.0,14.4,34.0,10.0,0
5021,DEF,6,281338,2068852,False,175.0,14.4,34.0,10.0,1
34746,DEF,6,281338,2068852,False,0.0,19.8,3.1,6.0,1
5748,DEF,1,111021,2182636,True,-5.0,19.8,3.1,6.0,0
35473,DEF,1,111021,2182636,True,40.0,0.2,4.4,9.0,0
8689,DEF,1,-50461,1039788,True,-115.0,0.0,0.0,0.0,0
38414,DEF,1,-50461,1039788,True,55.0,11.4,5.8,8.0,0
10191,DEF,1,-15140,999964,True,25.0,28.0,10.6,2.0,0
39916,DEF,1,-15140,999964,True,25.0,10.6,4.8,6.0,0
10948,DEF,9,-18690,981129,True,-110.0,10.6,4.8,6.0,0
40673,DEF,9,-18690,981129,True,-105.0,49.6,24.2,35.0,0
11694,DEF,5,141464,1137099,False,165.0,49.6,24.2,35.0,1
41419,DEF,5,141464,1137099,False,170.0,14.8,13.2,2.0,1
13867,DEF,2,6471,1021976,True,70.0,20.4,45.3,35.0,0
43592,DEF,2,6471,1021976,True,60.0,16.4,2.3,8.0,0
14642,DEF,1,-15553,1009479,False,105.0,16.4,2.3,8.0,0
44367,DEF,1,-15553,1009479,False,65.0,25.6,12.6,8.0,0
15431,DEF,10,-8303,1004965,True,70.0,25.6,12.6,8.0,0
45156,DEF,10,-8303,1004965,True,-25.0,50.2,30.6,40.0,0
16232,DEF,4,68772,1077332,False,135.0,50.2,30.6,40.0,0
45957,DEF,4,68772,1077332,False,125.0,45.4,23.4,8.0,0
17042,DEF,2,87888,1169409,True,-40.0,45.4,23.4,8.0,0
46767,DEF,2,87888,1169409,True,-20.0,8.4,4.8,2.0,0
19492,DEF,2,-25613,842294,True,70.0,0.0,0.0,0.0,0
49217,DEF,2,-25613,842294,True,60.0,10.2,15.7,6.0,0
20339,DEF,6,57535,902744,False,70.0,10.2,15.7,6.0,1
50064,DEF,6,57535,902744,False,150.0,16.4,8.8,0.0,1
21146,DEF,1,127299,1114369,False,175.0,16.4,8.8,0.0,0
50871,DEF,1,127299,1114369,False,90.0,11.8,12.7,4.0,0
21593,DEF,2,130469,1159224,True,80.0,11.8,12.7,4.0,0
51318,DEF,2,130469,1159224,True,-120.0,5.8,1.8,4.0,0
22436,DEF,2,5294,1164639,False,130.0,5.8,1.8,4.0,0
52161,DEF,2,5294,1164639,False,120.0,26.4,5.5,17.0,0
23281,DEF,2,3215,1169331,True,70.0,26.4,5.5,17.0,0
53006,DEF,2,3215,1169331,True,55.0,7.4,15.4,6.0,0
1028,DEF,1,-32377,146811,False,50.0,0.0,0.0,0.0,0
30753,DEF,1,-32377,146811,False,65.0,6.6,2.2,2.0,0
1674,DEF,1,-22431,127889,True,25.0,6.6,2.2,2.0,0
31399,DEF,1,-22431,127889,True,55.0,15.2,7.0,0.0,0
2371,DEF,1,-13518,117216,False,-130.0,15.2,7.0,0.0,0
32096,DEF,1,-13518,117216,False,-25.0,16.4,0.9,7.0,0
3084,DEF,1,-4967,117065,True,-85.0,16.4,0.9,7.0,0
32809,DEF,1,-4967,117065,True,-20.0,20.4,11.9,2.0,0
3801,DEF,6,7704,127607,False,175.0,20.4,11.9,2.0,1
33526,DEF,6,7704,127607,False,55.0,16.8,29.8,2.0,1
4575,DEF,2,48657,182774,True,25.0,16.8,29.8,2.0,0
34300,DEF,2,48657,182774,True,60.0,19.4,32.1,9.0,0
5330,DEF,2,-129,181470,True,25.0,19.4,32.1,9.0,0
35055,DEF,2,-129,181470,True,-25.0,25.0,62.9,29.0,0
6059,DEF,11,27391,213031,False,190.0,25.0,62.9,29.0,0
35784,DEF,11,27391,213031,False,155.0,44.4,10.7,7.0,0
6790,DEF,1,7709,220614,True,-240.0,44.4,10.7,7.0,0
36515,DEF,1,7709,220614,True,-205.0,13.0,6.6,0.0,0
7522,DEF,6,24225,248917,False,165.0,13.0,6.6,0.0,1
37247,DEF,6,24225,248917,False,90.0,20.2,29.7,5.0,1
8262,DEF,6,97970,359502,True,35.0,20.2,29.7,5.0,1
37987,DEF,6,97970,359502,True,-120.0,12.0,18.3,1.0,1
9007,DEF,12,38326,403943,False,125.0,12.0,18.3,1.0,1
38732,DEF,12,38326,403943,False,125.0,44.6,39.5,2.0,1
9760,DEF,2,43893,443652,False,115.0,44.6,39.5,2.0,0
39485,DEF,2,43893,443652,False,10.0,14.8,1.2,0.0,0
10514,DEF,1,-1340,442468,True,-65.0,14.8,1.2,0.0,0
40239,DEF,1,-1340,442468,True,55.0,13.2,36.4,2.0,0
11272,DEF,1,57246,508539,True,25.0,13.2,36.4,2.0,0
40997,DEF,1,57246,508539,True,60.0,12.0,17.6,14.0,0
11991,DEF,3,-51760,448125,False,-20.0,12.0,17.6,14.0,1
41716,DEF,3,-51760,448125,False,120.0,21.6,10.5,0.0,1
13425,DEF,1,-19571,344261,True,-160.0,0.0,0.0,0.0,0
43150,DEF,1,-19571,344261,True,55.0,26.0,6.6,5.0,0
14980,DEF,1,-79,357782,True,-105.0,6.4,3.3,6.0,0
44705,DEF,1,-79,357782,True,-65.0,32.2,1.0,7.0,0
15775,DEF,1,-712,358945,False,120.0,32.2,1.0,7.0,0
45500,DEF,1,-712,358945,False,140.0,11.2,6.8,1.0,0
16579,DEF,6,-8105,351233,True,-20.0,11.2,6.8,1.0,1
46304,DEF,6,-8105,351233,True,25.0,13.8,2.7,12.0,1
17391,DEF,7,8104,361190,False,60.0,13.8,2.7,12.0,0
47116,DEF,7,8104,361190,False,150.0,44.6,29.5,4.0,0
18315,DEF,2,82878,453516,False,165.0,44.6,29.5,4.0,0
48040,DEF,2,82878,453516,False,0.0,24.2,11.7,11.0,0
19084,DEF,1,221893,803627,True,-50.0,24.2,11.7,11.0,0
48809,DEF,1,221893,803627,True,40.0,5.0,16.3,5.0,0
19850,DEF,1,-52196,618105,False,-135.0,5.0,16.3,5.0,0
49575,DEF,1,-52196,618105,False,-130.0,27.6,1.8,0.0,0
20738,DEF,6,27759,651935,True,25.0,27.6,1.8,0.0,1
50463,DEF,6,27759,651935,True,55.0,15.8,6.2,13.0,1
21958,DEF,2,28156,649691,False,120.0,15.8,6.2,13.0,0
51683,DEF,2,28156,649691,False,105.0,26.4,33.3,3.0,0
22802,DEF,3,-6456,643404,False,95.0,26.4,33.3,3.0,0
52527,DEF,3,-6456,643404,False,135.0,23.4,26.7,2.0,0
23648,DEF,1,-8609,636079,True,-245.0,23.4,26.7,2.0,0
53373,DEF,1,-8609,636079,True,65.0,26.0,18.7,0.0,0
24498,DEF,1,35100,673730,False,120.0,26.0,18.7,0.0,0
54223,DEF,1,35100,673730,False,185.0,14.8,17.1,2.0,0
25501,DEF,1,22539,699286,True,85.0,14.8,17.1,2.0,0
55226,DEF,1,22539,699286,True,85.0,22.0,38.1,25.0,0
26513,DEF,2,112526,815125,True,75.0,22.0,38.1,25.0,0
56238,DEF,2,112526,815125,True,-65.0,4.8,1.8,1.0,0
28444,DEF,2,17217,863812,True,-240.0,14.0,23.0,2.0,0
58169,DEF,2,17217,863812,True,-130.0,22.4,5.6,1.0,0
28445,DEF,1,17217,863812,True,-155.0,22.4,5.6,1.0,0
58170,DEF,1,17217,863812,True,-105.0,13.0,1.8,11.0,0
29405,DEF,15,-47223,797154,False,120.0,13.0,1.8,11.0,1
59130,DEF,15,-47223,797154,False,50.0,49.4,21.5,19.0,1
442,MID,1,0,238521,False,245.0,49.4,21.5,19.0,0
30167,MID,1,0,238521,False,190.0,3.2,12.9,10.0,0
1061,MID,12,-2050,267516,True,140.0,3.2,12.9,10.0,0
30786,MID,12,-2050,267516,True,125.0,39.8,22.9,98.0,0
1710,MID,4,27710,317146,False,265.0,39.8,22.9,98.0,0
31435,MID,4,27710,317146,False,65.0,1.6,14.3,8.0,0
2407,MID,1,-28671,294870,True,-45.0,1.6,14.3,8.0,0
32132,MID,1,-28671,294870,True,120.0,4.0,1.2,0.0,0
3120,MID,1,-47577,255416,False,270.0,4.0,1.2,0.0,0
32845,MID,1,-47577,255416,False,195.0,3.0,3.5,10.0,0
3837,MID,6,-44589,211793,True,95.0,3.0,3.5,10.0,0
33562,MID,6,-44589,211793,True,90.0,32.4,0.6,38.0,0
6095,MID,3,3499,136340,True,140.0,0.0,0.0,0.0,1
35820,MID,3,3499,136340,True,120.0,10.0,35.4,51.0,1
6826,MID,6,-4687,132343,True,140.0,10.0,35.4,51.0,0
36551,MID,6,-4687,132343,True,120.0,38.4,14.6,55.0,0
7558,MID,3,53657,189821,False,315.0,38.4,14.6,55.0,1
37283,MID,3,53657,189821,False,55.0,10.2,13.1,21.0,1
8299,MID,8,1908,190423,True,140.0,10.2,13.1,21.0,1
38024,MID,8,1908,190423,True,40.0,39.4,24.8,22.0,1
9044,MID,1,18945,210933,False,15.0,39.4,24.8,22.0,0
38769,MID,1,18945,210933,False,-75.0,4.6,10.3,2.0,0
13462,MID,6,-1410,102103,False,325.0,0.0,0.0,0.0,0
43187,MID,6,-1410,102103,False,110.0,35.4,0.6,35.0,0
14235,MID,7,19295,122935,True,-40.0,35.4,0.6,35.0,0
43960,MID,7,19295,122935,True,-40.0,22.6,20.7,11.0,0
15017,MID,19,490449,638358,False,270.0,22.6,20.7,11.0,1
44742,MID,19,490449,638358,False,240.0,88.2,20.3,44.0,1
15812,MID,8,424511,1056027,True,50.0,88.2,20.3,44.0,1
45537,MID,8,424511,1056027,True,120.0,38.0,12.8,36.0,1
16617,MID,2,270054,1323099,False,20.0,38.0,12.8,36.0,0
46342,MID,2,270054,1323099,False,30.0,7.2,25.3,8.0,0
17429,MID,7,597439,1927530,True,190.0,7.2,25.3,8.0,0
47154,MID,7,597439,1927530,True,0.0,44.2,16.7,73.0,0
18359,MID,4,499709,2555077,False,270.0,44.2,16.7,73.0,0
48084,MID,4,499709,2555077,False,160.0,23.4,12.3,50.0,0
24537,MID,1,20238,218931,True,140.0,0.0,0.0,0.0,0
54262,MID,1,20238,218931,True,125.0,0.4,12.1,15.0,0
25558,MID,12,64442,300199,False,315.0,0.4,12.1,15.0,0
55283,MID,12,64442,300199,False,145.0,37.8,14.8,52.0,0
32370,FWD,1,6189,8108,True,-170.0,0.0,0.0,0.0,0
33806,FWD,1,1923,13232,True,-130.0,0.0,0.6,2.0,0
34610,FWD,1,81,13786,False,45.0,4.0,14.0,0.0,0
37529,FWD,1,-1207,9052,False,0.0,0.0,0.0,0.0,0
38272,FWD,1,779,10334,True,-125.0,3.0,0.0,9.0,0
39019,FWD,1,1126,11686,True,-50.0,0.0,0.1,6.0,0
39772,FWD,1,73,11914,False,-30.0,0.0,0.3,0.0,0
41973,FWD,1,-227,12235,True,-45.0,0.0,0.0,0.0,0
46612,FWD,1,-159,9632,True,-210.0,0.0,0.0,0.0,0
47426,FWD,1,792,10656,True,-80.0,2.0,1.3,7.0,0
48407,FWD,4,484,11432,False,30.0,0.4,0.7,2.0,0
49057,FWD,2,1308,12935,True,-40.0,22.0,37.3,2.0,1
49889,FWD,2,1114,14335,False,-70.0,2.8,10.6,1.0,0
50808,FWD,2,2544,21683,False,-120.0,1.2,0.6,23.0,1
51157,FWD,1,-141,17279,True,-45.0,4.0,21.2,16.0,0
51999,FWD,1,-611,16792,True,-65.0,5.0,6.8,11.0,0
52843,FWD,1,-622,16292,False,-55.0,0.0,0.3,8.0,0
53689,FWD,1,-386,16039,True,-40.0,0.0,0.1,1.0,0
54541,FWD,1,-204,15994,False,5.0,2.4,0.8,4.0,0
11094,GK,1,51,4095,False,95.0,0.0,0.0,0.0,0
40819,GK,1,51,4095,False,125.0,0.8,0.0,0.0,0
11826,GK,6,13877,20392,True,85.0,0.8,0.0,0.0,1
41551,GK,6,13877,20392,True,95.0,7.4,0.0,0.0,1
12515,GK,2,41183,62380,False,90.0,7.4,0.0,0.0,0
42240,GK,2,41183,62380,False,140.0,23.8,0.0,0.0,0
13244,GK,3,21993,83658,True,25.0,23.8,0.0,0.0,0
42969,GK,3,21993,83658,True,70.0,34.0,0.0,0.0,0
14016,GK,2,16498,100862,False,135.0,34.0,0.0,0.0,0
43741,GK,2,16498,100862,False,0.0,34.2,0.0,0.0,0
807,FWD,1,-25180,60702,False,-60.0,0.0,0.0,0.0,0
2817,FWD,1,-5463,26301,True,-270.0,0.0,0.0,0.0,0
3534,FWD,5,-544,26294,False,0.0,1.0,10.3,6.0,0
4274,FWD,6,71978,106611,True,5.0,39.2,0.3,19.0,0
5059,FWD,2,48467,158961,True,-5.0,32.4,5.8,70.0,1
5786,FWD,2,-20020,131552,False,-140.0,0.0,2.3,23.0,1
6517,FWD,9,-19683,112368,False,0.0,9.2,10.3,19.0,1
7248,FWD,2,34323,150455,True,-115.0,36.2,14.1,27.0,0
7985,FWD,2,12864,164432,False,30.0,0.0,3.1,5.0,0
8728,FWD,2,1129,166568,True,-125.0,0.0,11.1,8.0,0
