,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points_x,transfers_in_x,transfers_in_event,transfers_out_x,transfers_out_event,value_form,value_season,web_name,region,minutes_x,goals_scored_x,assists_x,clean_sheets_x,goals_conceded_x,own_goals_x,penalties_saved_x,penalties_missed_x,yellow_cards_x,red_cards_x,saves_x,bonus_x,bps_x,influence_x,creativity_x,threat_x,ict_index_x,starts_x,expected_goals_x,expected_assists_x,expected_goal_involvements_x,expected_goals_conceded_x,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,plural_name_short,element,fixture,opponent_team,total_points_y,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes_y,goals_scored_y,assists_y,clean_sheets_y,goals_conceded_y,own_goals_y,penalties_saved_y,penalties_missed_y,yellow_cards_y,red_cards_y,saves_y,bonus_y,bps_y,influence_y,creativity_y,threat_y,ict_index_y,starts_y,expected_goals_y,expected_assists_y,expected_goal_involvements_y,expected_goals_conceded_y,value,transfers_balance,selected,transfers_in_y,transfers_out_y
862,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,45,8,2,True,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,15,17.4,15.7,0.0,3.3,1,0.00,0.11,0.11,1.10,45,586,13828,1380,794
863,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,51,1,0,False,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,4,0,0,0,0,0,0,0,-6,36.8,0.2,0.0,3.7,1,0.00,0.00,0.00,4.60,45,-1347,12779,314,1661
864,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,68,3,6,True,2024-10-05T14:00:00Z,1,0,7,False,90,0,0,1,0,0,0,0,0,0,0,0,25,12.4,14.9,0.0,2.7,1,0.00,0.03,0.03,2.16,45,-40,13192,938,978
865,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,78,17,0,False,2024-10-19T14:00:00Z,2,3,8,False,58,0,0,0,2,0,0,0,0,0,0,0,11,16.4,21.8,0.0,3.8,1,0.00,0.05,0.05,1.70,45,269,14142,1231,962
866,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,88,16,0,True,2024-10-25T19:00:00Z,1,3,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-340,13975,400,740
867,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,93,10,2,False,2024-11-02T15:00:00Z,1,1,10,False,85,0,0,0,1,0,0,0,0,0,0,0,16,21.6,19.5,2.0,4.3,1,0.00,0.09,0.09,1.00,45,-1566,12442,163,1729
868,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,106,14,-1,False,2024-11-10T14:00:00Z,3,0,11,False,90,0,0,0,3,1,0,0,0,0,0,0,-2,12.6,2.2,0.0,1.5,1,0.00,0.01,0.01,0.70,45,-344,12329,204,548
869,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,117,6,1,True,2024-11-23T12:30:00Z,1,2,12,False,90,0,0,0,2,0,0,0,0,0,0,0,3,18.4,26.6,2.0,4.7,1,0.00,0.07,0.07,2.75,45,32,12721,551,519
870,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,121,4,0,False,2024-11-30T15:00:00Z,4,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,9,12904,464,455
871,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,137,19,5,True,2024-12-03T20:15:00Z,3,1,14,False,90,0,1,0,1,0,0,0,0,0,0,0,26,50.6,21.7,0.0,7.2,1,0.00,0.01,0.01,3.10,45,-402,12665,262,664
872,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,296,147,5,1,True,2024-12-08T14:00:00Z,2,2,15,False,90,0,0,0,2,0,0,0,0,0,0,0,9,19.0,27.2,2.0,4.8,1,0.00,0.32,0.32,1.54,45,1007,14013,1365,358
873,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,17350,0,0
874,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-993,19024,820,1813
875,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,False,90,0,0,0,2,0,0,0,1,0,0,0,5,18.8,1.9,3.0,2.4,1,0.04,0.01,0.05,1.54,40,-1529,18675,791,2320
876,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,False,90,0,0,0,2,0,0,0,0,0,0,0,8,29.4,0.0,17.0,4.6,1,0.02,0.00,0.02,2.55,40,1393,21516,3918,2525
877,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,45,8,2,True,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,0.2,4.0,2.6,1,0.08,0.00,0.08,1.10,40,1458,23759,2669,1211
878,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,51,1,1,False,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,3,0,0,0,0,0,0,0,2,31.0,0.0,2.0,3.3,1,0.00,0.00,0.00,3.70,40,6153,30997,9702,3549
879,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,68,3,7,True,2024-10-05T14:00:00Z,1,0,7,False,90,0,0,1,0,0,0,0,0,0,0,1,29,30.6,0.2,0.0,3.1,1,0.00,0.00,0.00,2.16,40,3738,36072,7580,3842
880,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,78,17,1,False,2024-10-19T14:00:00Z,2,3,8,False,90,0,0,0,2,0,0,0,0,0,0,0,6,26.4,2.0,4.0,3.2,1,0.00,0.02,0.02,2.15,40,35053,74890,40450,5397
881,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,88,16,1,True,2024-10-25T19:00:00Z,1,3,9,False,90,0,0,0,3,0,0,0,0,0,0,0,12,36.6,2.3,6.0,4.5,1,0.00,0.01,0.01,1.73,40,27835,103996,32780,4945
882,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,93,10,0,False,2024-11-02T15:00:00Z,1,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,41509,146972,48891,7382
883,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,106,14,0,False,2024-11-10T14:00:00Z,3,0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6464,138421,6712,13176
884,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,117,6,1,True,2024-11-23T12:30:00Z,1,2,12,False,90,0,0,0,2,0,0,0,0,0,0,0,6,17.8,0.5,0.0,1.8,1,0.00,0.00,0.00,2.75,40,-7284,131508,3648,10932
885,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,121,4,0,False,2024-11-30T15:00:00Z,4,1,13,False,34,0,0,0,2,0,0,0,0,0,0,0,-4,4.8,0.0,0.0,0.5,1,0.00,0.00,0.00,1.22,40,-2809,129016,3283,6092
886,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,137,19,0,True,2024-12-03T20:15:00Z,3,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-10448,118457,734,11182
887,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF,301,147,5,0,True,2024-12-08T14:00:00Z,2,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-4650,114503,2419,7069
888,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,4,10,8,False,2024-08-17T11:30:00Z,0,2,1,False,76,0,0,1,0,0,0,0,0,0,0,2,31,9.0,43.7,3.0,5.6,1,0.06,1.00,1.06,0.41,70,0,2560092,0,0
889,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,16,4,6,True,2024-08-25T15:30:00Z,2,0,2,False,71,0,0,1,0,0,0,0,0,0,0,0,29,20.4,46.0,12.0,7.8,1,0.10,0.53,0.63,0.36,70,76654,2966829,143724,67070
890,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,27,14,6,False,2024-09-01T15:00:00Z,0,3,3,False,75,0,0,1,0,0,0,0,0,0,0,0,17,8.4,5.4,0.0,1.4,1,0.00,0.01,0.01,0.83,70,-62396,2989044,176393,238789
891,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,36,16,1,True,2024-09-14T14:00:00Z,0,1,4,False,90,0,0,0,1,0,0,0,1,0,0,0,1,23.4,62.0,4.0,8.9,1,0.02,0.33,0.35,0.44,70,149651,3246316,396847,247196
892,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,46,3,11,True,2024-09-21T14:00:00Z,3,0,5,False,90,0,1,1,0,0,0,0,0,0,0,2,39,35.2,26.0,2.0,6.3,1,0.00,0.13,0.13,1.08,71,10641,3285302,117298,106657
893,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF,311,60,20,1,False,2024-09-28T16:30:00Z,1,2,6,False,90,0,0,0,1,0,0,0,1,0,0,0,5,9.0,16.8,12.0,3.8,1,0.09,0.10,0.19,0.63,71,91965,3408496,248046,156081
